ID,Name,Description,Type
T1070.004,File Deletion,"adversaries may delete files left behind by the actions of their intrusion activity. malware, tools, or other non-native files dropped or created on a system by an adversary (ex: ingress tool transfer) may leave traces to indicate to what was done within a network and how. removal of these files can occur during an intrusion, or as part of a post-intrusion process to minimize the adversary's footprint.",Technique
T1070.005,Network Share Connection Removal,adversaries may remove share connections that are no longer useful in order to clean up traces of their operation. windows shared drive and smb/windows admin shares connections can be removed when no longer needed. net is an example utility that can be used to remove network share connections with the net use \system\share /delete command.,Technique
T1070.006,Timestomp,"adversaries may modify file time attributes to hide new files or changes to existing files. timestomping is a technique that modifies the timestamps of a file (the modify, access, create, and change times), often to mimic files that are in the same folder and blend malicious files with legitimate files.",Technique
T1070.007,Clear Network Connection History and Configurations,"adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations. configuration settings as well as various artifacts that highlight connection history may be created on a system and/or in application logs from behaviors that require network connections, such as remote services or external remote services. defenders may use these artifacts to monitor or otherwise analyze network connections created by adversaries.",Technique
T1070.008,Clear Mailbox Data,"adversaries may modify mail and mail application data to remove evidence of their activity. email applications allow users and other programs to export and delete mailbox data via command line tools or use of apis. mail application data can be emails, email metadata, or logs generated by the application or operating system, such as export requests.",Technique
T1070.009,Clear Persistence,"adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity. this may involve various actions, such as removing services, deleting executables, modify registry, plist file modification, or other methods of cleanup to prevent defenders from collecting evidence of their persistent presence. adversaries may also delete accounts previously created to maintain persistence (i.e. create account).",Technique
T1070.010,Relocate Malware,"once a payload is delivered, adversaries may reproduce copies of the same malware on the victim system to remove evidence of their presence and/or avoid defenses. copying malware payloads to new locations may also be combined with file deletion to cleanup older artifacts.",Technique
T1202,Indirect Command Execution,"adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters. various windows utilities may be used to execute commands, possibly without invoking cmd. for example, forfiles, the program compatibility assistant (pcalua.exe), components of the windows subsystem for linux (wsl), scriptrunner.exe, as well as other utilities may invoke the execution of programs and commands from a command and scripting interpreter, run window, or via scripts.",Technique
T1105,Ingress Tool Transfer,"adversaries may transfer tools or other files from an external system into a compromised environment. tools or files may be copied from an external adversary-controlled system to the victim network through the command and control channel or through alternate protocols such as ftp. once present, adversaries may also transfer/spread tools between victim devices within a compromised environment (i.e. lateral tool transfer).",Technique
T1490,Inhibit System Recovery,adversaries may delete or remove built-in data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery. this may deny access to available backups and recovery options.,Technique
T1056,Input Capture,"adversaries may use methods of capturing user input to obtain credentials or collect information. during normal system usage, users often provide credentials to various different locations, such as login pages/portals or system dialog boxes. input capture mechanisms may be transparent to the user (e.g. credential api hooking) or rely on deceiving the user into providing input into what they believe to be a genuine service (e.g. web portal capture).",Technique
T1056.001,Keylogging,"adversaries may log user keystrokes to intercept credentials as the user types them. keylogging is likely to be used to acquire credentials for new access opportunities when os credential dumping efforts are not effective, and may require an adversary to intercept keystrokes on a system for a substantial period of time before credentials can be successfully captured. in order to increase the likelihood of capturing credentials quickly, an adversary may also perform actions such as clearing browser cookies to force users to reauthenticate to systems.",Technique
T1056.002,GUI Input Capture,"adversaries may mimic common operating system gui components to prompt users for credentials with a seemingly legitimate prompt. when programs are executed that need additional privileges than are present in the current user context, it is common for the operating system to prompt the user for proper credentials to authorize the elevated privileges for the task (ex: bypass user account control).",Technique
T1056.003,Web Portal Capture,"adversaries may install code on externally facing portals, such as a vpn login page, to capture and transmit credentials of users who attempt to log into the service. for example, a compromised login page may log provided user credentials before logging the user in to the service.",Technique
T1056.004,Credential API Hooking,"adversaries may hook into windows application programming interface (api) functions to collect user credentials. malicious hooking mechanisms may capture api calls that include parameters that reveal user authentication credentials. unlike keylogging, this technique focuses specifically on api functions that include parameters that reveal user credentials. hooking involves redirecting calls to these functions and can be implemented via:",Technique
T1559,Inter-Process Communication,"adversaries may abuse inter-process communication (ipc) mechanisms for local code or command execution. ipc is typically used by processes to share data, communicate with each other, or synchronize execution. ipc is also commonly used to avoid situations such as deadlocks, which occurs when processes are stuck in a cyclic waiting pattern.",Technique
T1559.001,Component Object Model,"adversaries may use the windows component object model (com) for local code execution. com is an inter-process communication (ipc) component of the native windows application programming interface (api) that enables interaction between software objects, or executable code that implements one or more interfaces. through com, a client object can call methods of server objects, which are typically binary dynamic link libraries (dll) or executables (exe). remote com execution is facilitated by remote services such as distributed component object model (dcom).",Technique
T1559.002,Dynamic Data Exchange,"adversaries may use windows dynamic data exchange (dde) to execute arbitrary commands. dde is a client-server protocol for one-time and/or continuous inter-process communication (ipc) between applications. once a link is established, applications can autonomously exchange transactions consisting of strings, warm data links (notifications when a data item changes), hot data links (duplications of changes to a data item), and requests for command execution.",Technique
T1559.003,XPC Services,"adversaries can provide malicious content to an xpc service daemon for local code execution. macos uses xpc services for basic inter-process communication between various processes, such as between the xpc service daemon and third-party application privileged helper tools. applications can send messages to the xpc service daemon, which runs as root, using the low-level xpc service c api or the high level nsxpcconnection api in order to handle tasks that require elevated privileges (such as network connections). applications are responsible for providing the protocol definition which serves as a blueprint of the xpc services. developers typically use xpc services to provide applications stability and privilege separation between the application client and the daemon.",Technique
T1534,Internal Spearphishing,"after they already have access to accounts or systems within the environment, adversaries may use internal spearphishing to gain access to additional information or compromise other users within the same organization. internal spearphishing is multi-staged campaign where a legitimate account is initially compromised either by controlling the user's device or by compromising the account credentials of the user. adversaries may then attempt to take advantage of the trusted internal account to increase the likelihood of tricking more victims into falling for phish attempts, often incorporating impersonation.",Technique
T1570,Lateral Tool Transfer,"adversaries may transfer tools or other files between systems in a compromised environment. once brought into the victim environment (i.e., ingress tool transfer) files may then be copied from one system to another to stage adversary tools or other files over the course of an operation.",Technique
T1654,Log Enumeration,"adversaries may enumerate system and service logs to find useful data. these logs may highlight various types of valuable insights for an adversary, such as user authentication records (account discovery), security or vulnerable software (software discovery), or hosts within a compromised network (remote system discovery).",Technique
T1036,Masquerading,"adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools. masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation. this may include manipulating file metadata, tricking users into misidentifying the file type, and giving legitimate task or service names.",Technique
T1036.001,Invalid Code Signature,"adversaries may attempt to mimic features of valid code signatures to increase the chance of deceiving a user, analyst, or tool. code signing provides a level of authenticity on a binary from the developer and a guarantee that the binary has not been tampered with. adversaries can copy the metadata and signature information from a signed program, then use it as a template for an unsigned program. files with invalid code signatures will fail digital signature validation checks, but they may appear more legitimate to users and security tools may improperly handle these files.",Technique
T1036.002,Right-to-Left Override,"adversaries may abuse the right-to-left override (rtlo or rlo) character (u+202e) to disguise a string and/or file name to make it appear benign. rtlo is a non-printing unicode character that causes the text that follows it to be displayed in reverse. for example, a windows screensaver executable named march 25 \u202excod.scr will display as march 25 rcs.docx. a javascript file named photo_high_re\u202egnp.js will be displayed as photo_high_resj.png.",Technique
T1036.003,Rename System Utilities,adversaries may rename legitimate system utilities to try to evade security mechanisms concerning the usage of those utilities. security monitoring and control mechanisms may be in place for system utilities adversaries are capable of abusing. it may be possible to bypass those security mechanisms by renaming the utility prior to utilization (ex: rename rundll32.exe). an alternative case occurs when a legitimate utility is copied or moved to a different directory and renamed to avoid detections based on system utilities executing from non-standard paths.,Technique
T1036.004,Masquerade Task or Service,adversaries may attempt to manipulate the name of a task or service to make it appear legitimate or benign. tasks/services executed by the task scheduler or systemd will typically be given a name and/or description. windows services will have a service name as well as a display name. many benign tasks and services exist that have commonly associated names. adversaries may give tasks or services names that are similar or identical to those of legitimate ones.,Technique
T1036.005,Match Legitimate Name or Location,"adversaries may match or approximate the name or location of legitimate files or resources when naming/placing them. this is done for the sake of evading defenses and observation. this may be done by placing an executable in a commonly trusted directory (ex: under system32) or giving it the name of a legitimate, trusted program (ex: svchost.exe). in containerized environments, this may also be done by creating a resource in a namespace that matches the naming convention of a container pod or cluster. alternatively, a file or container image name given may be a close approximation to legitimate programs/images or something innocuous.",Technique
T1036.006,Space after Filename,"adversaries can hide a program's true filetype by changing the extension of a file. with certain file types (specifically this does not work with .app extensions), appending a space to the end of a filename will change how the file is processed by the operating system.",Technique
T1036.007,Double File Extension,"adversaries may abuse a double extension in the filename as a means of masquerading the true file type. a file name may include a secondary file type extension that may cause only the first extension to be displayed (ex: file.txt.exe may render in some views as just file.txt). however, the second extension is the true file type that determines how the file is opened and executed. the real file extension may be hidden by the operating system in the file browser (ex: explorer.exe), as well as in any software configured using or similar to the system’s policies.",Technique
T1036.008,Masquerade File Type,"adversaries may masquerade malicious payloads as legitimate files through changes to the payload's formatting, including the file’s signature, extension, and contents. various file types have a typical standard format, including how they are encoded and organized. for example, a file’s signature (also known as header or magic bytes) is the beginning bytes of a file and is often used to identify the file’s type. for example, the header of a jpeg file, is 0xff 0xd8 and the file extension is either .jpe, .jpeg or .jpg.",Technique
T1036.009,Break Process Trees,"an adversary may attempt to evade process tree-based analysis by modifying executed malware's parent process id (ppid). if endpoint protection software leverages the 'parent-child' relationship for detection, breaking this relationship could result in the adversary’s behavior not being associated with previous process tree activity. on unix-based systems breaking this process tree is common practice for administrators to execute software using scripts and programs.",Technique
T1036.010,Masquerade Account Name,"adversaries may match or approximate the names of legitimate accounts to make newly created ones appear benign. this will typically occur during create account, although accounts may also be renamed at a later date. this may also coincide with account access removal if the actor first deletes an account before re-creating one with the same name.",Technique
T1556,Modify Authentication Process,"adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. the authentication process is handled by mechanisms, such as the local security authentication server (lsass) process and the security accounts manager (sam) on windows, pluggable authentication modules (pam) on unix-based systems, and authorization plugins on macos systems, responsible for gathering, storing, and validating credentials. by modifying an authentication process, an adversary may be able to authenticate to a service or system without using valid accounts.",Technique
T1556.001,Domain Controller Authentication,adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts.,Technique
T1556.002,Password Filter DLL,adversaries may register malicious password filter dynamic link libraries (dlls) into the authentication process to acquire user credentials as they are validated.,Technique
T1556.003,Pluggable Authentication Modules,"adversaries may modify pluggable authentication modules (pam) to access user credentials or enable otherwise unwarranted access to accounts. pam is a modular system of configuration files, libraries, and executable files which guide authentication for many services. the most common authentication module is pam_unix.so, which retrieves, sets, and verifies account authentication information in /etc/passwd and /etc/shadow.",Technique
T1556.004,Network Device Authentication,"adversaries may use patch system image to hard code a password in the operating system, thus bypassing of native authentication mechanisms for local accounts on network devices.",Technique
T1556.005,Reversible Encryption,an adversary may abuse active directory authentication encryption properties to gain access to credentials on windows systems. the allowreversiblepasswordencryption property specifies whether reversible password encryption for an account is enabled or disabled. by default this property is disabled (instead storing user credentials as the output of one-way hashing functions) and should not be enabled unless legacy or other software require it.,Technique
T1556.006,Multi-Factor Authentication,adversaries may disable or modify multi-factor authentication (mfa) mechanisms to enable persistent access to compromised accounts.,Technique
T1556.007,Hybrid Identity,"adversaries may patch, modify, or otherwise backdoor cloud authentication processes that are tied to on-premises user identities in order to bypass typical authentication mechanisms, access credentials, and enable persistent access to accounts.",Technique
T1556.008,Network Provider DLL,"adversaries may register malicious network provider dynamic link libraries (dlls) to capture cleartext user credentials during the authentication process. network provider dlls allow windows to interface with specific network protocols and can also support add-on credential management functions. during the logon process, winlogon (the interactive logon module) sends credentials to the local mpnotify.exe process via rpc. the mpnotify.exe process then shares the credentials in cleartext with registered credential managers when notifying that a logon event is happening.",Technique
T1556.009,Conditional Access Policies,adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts. conditional access policies are additional verifications used by identity providers and identity and access management systems to determine whether a user should be granted access to a resource.,Technique
T1578,Modify Cloud Compute Infrastructure,"an adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses. a modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.",Technique
T1578.001,Create Snapshot,"an adversary may create a snapshot or data backup within a cloud account to evade defenses. a snapshot is a point-in-time copy of an existing cloud compute component such as a virtual machine (vm), virtual hard drive, or volume. an adversary may leverage permissions to create a snapshot in order to bypass restrictions that prevent access to existing compute service infrastructure, unlike in revert cloud instance where an adversary may revert to a snapshot to evade detection and remove evidence of their presence.",Technique
T1578.002,Create Cloud Instance,"an adversary may create a new instance or virtual machine (vm) within the compute service of a cloud account to evade defenses. creating a new instance may allow an adversary to bypass firewall rules and permissions that exist on instances currently residing within an account. an adversary may create snapshot of one or more volumes in an account, create a new instance, mount the snapshots, and then apply a less restrictive security policy to collect data from local system or for remote data staging.",Technique
T1578.003,Delete Cloud Instance,an adversary may delete a cloud instance after they have performed malicious activities in an attempt to evade detection and remove evidence of their presence. deleting an instance or virtual machine can remove valuable forensic artifacts and other evidence of suspicious behavior if the instance is not recoverable.,Technique
T1578.004,Revert Cloud Instance,"an adversary may revert changes made to a cloud instance after they have performed malicious activities in attempt to evade detection and remove evidence of their presence. in highly virtualized environments, such as cloud-based infrastructure, this may be accomplished by restoring virtual machine (vm) or data storage snapshots through the cloud management dashboard or cloud apis.",Technique
T1578.005,Modify Cloud Compute Configurations,"adversaries may modify settings that directly affect the size, locations, and resources available to cloud compute infrastructure in order to evade defenses. these settings may include service quotas, subscription associations, tenant-wide policies, or other configurations that impact available compute. such modifications may allow adversaries to abuse the victim’s compute resources to achieve their goals, potentially without affecting the execution of running instances and/or revealing their activities to the victim.",Technique
T1666,Modify Cloud Resource Hierarchy,adversaries may attempt to modify hierarchical structures in infrastructure-as-a-service (iaas) environments in order to evade defenses.,Technique
T1112,Modify Registry,"adversaries may interact with the windows registry to hide configuration information within registry keys, remove information as part of cleaning up, or as part of other techniques to aid in persistence and execution.",Technique
T1601,Modify System Image,"adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves. on such devices, the operating systems are typically monolithic and most of the device functionality and capabilities are contained within a single file.",Technique
T1601.001,Patch System Image,"adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses. some network devices are built with a monolithic architecture, where the entire operating system and most of the functionality of the device is contained within a single file. adversaries may change this file in storage, to be loaded in a future boot, or in memory during runtime.",Technique
T1601.002,Downgrade System Image,"adversaries may install an older version of the operating system of a network device to weaken security. older operating system versions on network devices often have weaker encryption ciphers and, in general, fewer/less updated defensive features.",Technique
T1111,Multi-Factor Authentication Interception,"adversaries may target multi-factor authentication (mfa) mechanisms, (i.e., smart cards, token generators, etc.) to gain access to credentials that can be used to access systems, services, and network resources. use of mfa is recommended and provides a higher level of security than usernames and passwords alone, but organizations should be aware of techniques that could be used to intercept and bypass these security mechanisms.",Technique
T1621,Multi-Factor Authentication Request Generation,adversaries may attempt to bypass multi-factor authentication (mfa) mechanisms and gain access to accounts by generating mfa requests sent to users.,Technique
T1104,Multi-Stage Channels,adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions. use of multiple stages may obfuscate the command and control channel to make detection more difficult.,Technique
T1106,Native API,"adversaries may interact with the native os application programming interface (api) to execute behaviors. native apis provide a controlled means of calling low-level os services within the kernel, such as those involving hardware/devices, memory, and processes. these native apis are leveraged by the os during system boot (when other system components are not yet initialized) as well as carrying out tasks and requests during routine operations.",Technique
T1599,Network Boundary Bridging,adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation. breaching these devices may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.,Technique
T1599.001,Network Address Translation Traversal,adversaries may bridge network boundaries by modifying a network device’s network address translation (nat) configuration. malicious modifications to nat may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.,Technique
T1498,Network Denial of Service,"adversaries may perform network denial of service (dos) attacks to degrade or block the availability of targeted resources to users. network dos can be performed by exhausting the network bandwidth services rely on. example resources include specific websites, email services, dns, and web-based applications. adversaries have been observed conducting network dos attacks for political purposes and to support other malicious activities, including distraction, hacktivism, and extortion.",Technique
T1498.001,Direct Network Flood,adversaries may attempt to cause a denial of service (dos) by directly sending a high-volume of network traffic to a target. this dos attack may also reduce the availability and functionality of the targeted system(s) and network. direct network floods are when one or more systems are used to send a high-volume of network packets towards the targeted service's network. almost any network protocol may be used for flooding. stateless protocols such as udp or icmp are commonly used but stateful protocols such as tcp can be used as well.,Technique
T1498.002,Reflection Amplification,"adversaries may attempt to cause a denial of service (dos) by reflecting a high-volume of network traffic to a target. this type of network dos takes advantage of a third-party server intermediary that hosts and will respond to a given spoofed source ip address. this third-party server is commonly termed a reflector. an adversary accomplishes a reflection attack by sending packets to reflectors with the spoofed address of the victim. similar to direct network floods, more than one system may be used to conduct the attack, or a botnet may be used. likewise, one or more reflectors may be used to focus traffic on the target. this network dos attack may also reduce the availability and functionality of the targeted system(s) and network.",Technique
T1046,Network Service Discovery,"adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation. common methods to acquire this information include port and/or vulnerability scans using tools that are brought onto a system.",Technique
T1135,Network Share Discovery,adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for collection and to identify potential systems of interest for lateral movement. networks often contain shared network drives and folders that enable users to access file directories on various systems across a network.,Technique
T1040,Network Sniffing,"adversaries may passively sniff network traffic to capture information about an environment, including authentication material passed over the network. network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection. an adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.",Technique
T1095,Non-Application Layer Protocol,"adversaries may use an osi non-application layer protocol for communication between host and c2 server or among infected hosts within a network. the list of possible protocols is extensive. specific examples include use of network layer protocols, such as the internet control message protocol (icmp), transport layer protocols, such as the user datagram protocol (udp), session layer protocols, such as socket secure (socks), as well as redirected/tunneled protocols, such as serial over lan (sol).",Technique
T1571,Non-Standard Port,"adversaries may communicate using a protocol and port pairing that are typically not associated. for example, https over port 8088 or port 587 as opposed to the traditional port 443. adversaries may make changes to the standard port used by a protocol to bypass filtering or muddle analysis/parsing of network data.",Technique
T1027,Obfuscated Files or Information,"adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit. this is common behavior that can be used across different platforms and the network to evade defenses.",Technique
T1027.001,Binary Padding,"adversaries may use binary padding to add junk data and change the on-disk representation of malware. this can be done without affecting the functionality or behavior of a binary, but can increase the size of the binary beyond what some security tools are capable of handling due to file size limitations.",Technique
T1027.002,Software Packing,adversaries may perform software packing or virtual machine software protection to conceal their code. software packing is a method of compressing or encrypting an executable. packing an executable changes the file signature in an attempt to avoid signature-based detection. most decompression techniques decompress the executable code in memory. virtual machine software protection translates an executable's original code into a special format that only a special virtual machine can run. a virtual machine is then called to run this code.,Technique
T1027.003,Steganography,"adversaries may use steganography techniques in order to prevent the detection of hidden information. steganographic techniques can be used to hide data in digital media such as images, audio tracks, video clips, or text files.",Technique
T1027.004,Compile After Delivery,"adversaries may attempt to make payloads difficult to discover and analyze by delivering files to victims as uncompiled code. text-based source code files may subvert analysis and scrutiny from protections targeting executables/binaries. these payloads will need to be compiled before execution; typically via native utilities such as ilasm.exe, csc.exe, or gcc/mingw.",Technique
T1027.005,Indicator Removal from Tools,"adversaries may remove indicators from tools if they believe their malicious tool was detected, quarantined, or otherwise curtailed. they can modify the tool by removing the indicator and using the updated version that is no longer detected by the target's defensive systems or subsequent targets that may use similar systems.",Technique
T1027.006,HTML Smuggling,"adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign html files. html documents can store large binary objects known as javascript blobs (immutable data that represents raw bytes) that can later be constructed into file-like objects. data may also be stored in data urls, which enable embedding media type or mime files inline of html documents. html5 also introduced a download attribute that may be used to initiate file downloads.",Technique
T1027.007,Dynamic API Resolution,"adversaries may obfuscate then dynamically resolve api functions called by their malware in order to conceal malicious functionalities and impair defensive analysis. malware commonly uses various native api functions provided by the os to perform various tasks such as those involving processes, files, and other system artifacts.",Technique
T1027.008,Stripped Payloads,"adversaries may attempt to make a payload difficult to analyze by removing symbols, strings, and other human readable information. scripts and executables may contain variables names and other strings that help developers document code functionality. symbols are often created by an operating system’s linker when executable payloads are compiled. reverse engineers use these symbols and strings to analyze code and to identify functionality in payloads.",Technique
T1027.009,Embedded Payloads,"adversaries may embed payloads within other files to conceal malicious content from defenses. otherwise seemingly benign files (such as scripts and executables) may be abused to carry and obfuscate malicious payloads and content. in some cases, embedded payloads may also enable adversaries to subvert trust controls by not impacting execution controls such as digital signatures and notarization tickets.",Technique
T1027.010,Command Obfuscation,"adversaries may obfuscate content during command execution to impede detection. command-line obfuscation is a method of making strings and patterns within commands and scripts more difficult to signature and analyze. this type of obfuscation can be included within commands executed by delivered payloads (e.g., phishing and drive-by compromise) or interactively via command and scripting interpreter.",Technique
T1027.011,Fileless Storage,"adversaries may store data in 'fileless' formats to conceal malicious activity from defenses. fileless storage can be broadly defined as any format other than a file. common examples of non-volatile fileless storage in windows systems include the windows registry, event logs, or wmi repository. in linux systems, shared memory directories such as /dev/shm, /run/shm, /var/run, and /var/lock may also be considered fileless storage, as files written to these directories are mapped directly to ram and not stored on the disk.",Technique
T1027.012,LNK Icon Smuggling,"adversaries may smuggle commands to download malicious payloads past content filters by hiding them within otherwise seemingly benign windows shortcut files. windows shortcut files (.lnk) include many metadata fields, including an icon location field (also known as the iconenvironmentdatablock) designed to specify the path to an icon file that is to be displayed for the lnk file within a host directory.",Technique
T1027.013,Encrypted/Encoded File,"adversaries may encrypt or encode files to obfuscate strings, bytes, and other specific patterns to impede detection. encrypting and/or encoding file content aims to conceal malicious artifacts within a file used in an intrusion. many other techniques, such as software packing, steganography, and embedded payloads, share this same broad objective. encrypting and/or encoding files could lead to a lapse in detection of static signatures, only for this malicious content to be revealed (i.e., deobfuscate/decode files or information) at the time of execution/use.",Technique
T1027.014,Polymorphic Code,"adversaries may utilize polymorphic code (also known as metamorphic or mutating code) to evade detection. polymorphic code is a type of software capable of changing its runtime footprint during code execution. with each execution of the software, the code is mutated into a different version of itself that achieves the same purpose or objective as the original. this functionality enables the malware to evade traditional signature-based defenses, such as antivirus and antimalware tools. other obfuscation techniques can be used in conjunction with polymorphic code to accomplish the intended effects, including using mutation engines to conduct actions such as software packing, command obfuscation, or encrypted/encoded file.",Technique
T1588,Obtain Capabilities,"adversaries may buy and/or steal capabilities that can be used during targeting. rather than developing their own capabilities in-house, adversaries may purchase, freely download, or steal them. activities may include the acquisition of malware, software (including licenses), exploits, certificates, and information relating to vulnerabilities. adversaries may obtain capabilities to support their operations throughout numerous phases of the adversary lifecycle.",Technique
T1588.001,Malware,"adversaries may buy, steal, or download malware that can be used during targeting. malicious software can include payloads, droppers, post-compromise tools, backdoors, packers, and c2 protocols. adversaries may acquire malware to support their operations, obtaining a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors.",Technique
T1588.002,Tool,"adversaries may buy, steal, or download software tools that can be used during targeting. tools can be open or closed source, free or commercial. a tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: psexec). tool acquisition can involve the procurement of commercial software licenses, including for red teaming tools such as cobalt strike. commercial software may be obtained through purchase, stealing licenses (or licensed copies of the software), or cracking trial versions.",Technique
T1588.003,Code Signing Certificates,adversaries may buy and/or steal code signing certificates that can be used during targeting. code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with. users and/or security tools may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the author is.,Technique
T1588.004,Digital Certificates,"adversaries may buy and/or steal ssl/tls certificates that can be used during targeting. ssl/tls certificates are designed to instill trust. they include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. if the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate with its owner.",Technique
T1588.005,Exploits,"adversaries may buy, steal, or download exploits that can be used during targeting. an exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. rather than developing their own exploits, an adversary may find/modify exploits from online or purchase them from exploit vendors.",Technique
T1588.006,Vulnerabilities,"adversaries may acquire information about vulnerabilities that can be used during targeting. a vulnerability is a weakness in computer hardware or software that can, potentially, be exploited by an adversary to cause unintended or unanticipated behavior to occur. adversaries may find vulnerability information by searching open databases or gaining access to closed vulnerability databases.",Technique
T1588.007,Artificial Intelligence,"adversaries may obtain access to generative artificial intelligence tools, such as large language models (llms), to aid various techniques during targeting. these tools may be used to inform, bolster, and enable a variety of malicious tasks including conducting reconnaissance, creating basic scripts, assisting social engineering, and even developing payloads.",Technique
T1137,Office Application Startup,adversaries may leverage microsoft office-based applications for persistence between startups. microsoft office is a fairly common application suite on windows-based operating systems within an enterprise network. there are multiple mechanisms that can be used with office for persistence when an office-based application is started; this can include the use of office template macros and add-ins.,Technique
T1137.001,Office Template Macros,adversaries may abuse microsoft office templates to obtain persistence on a compromised system. microsoft office contains templates that are part of common office applications and are used to customize styles. the base templates within the application are used each time an application starts.,Technique
T1137.002,Office Test,adversaries may abuse the microsoft office 'office test' registry key to obtain persistence on a compromised system. an office test registry location exists that allows a user to specify an arbitrary dll that will be executed every time an office application is started. this registry key is thought to be used by microsoft to load dlls for testing and debugging purposes while developing office applications. this registry key is not created by default during an office installation.,Technique
T1137.003,Outlook Forms,adversaries may abuse microsoft outlook forms to obtain persistence on a compromised system. outlook forms are used as templates for presentation and functionality in outlook messages. custom outlook forms can be created that will execute code when a specifically crafted email is sent by an adversary utilizing the same custom outlook form.,Technique
T1137.004,Outlook Home Page,adversaries may abuse microsoft outlook's home page feature to obtain persistence on a compromised system. outlook home page is a legacy feature used to customize the presentation of outlook folders. this feature allows for an internal or external url to be loaded and presented whenever a folder is opened. a malicious html page can be crafted that will execute code when loaded by outlook home page.,Technique
T1137.005,Outlook Rules,"adversaries may abuse microsoft outlook rules to obtain persistence on a compromised system. outlook rules allow a user to define automated behavior to manage email messages. a benign rule might, for example, automatically move an email to a particular folder in outlook if it contains specific words from a specific sender. malicious outlook rules can be created that can trigger code execution when an adversary sends a specifically crafted email to that user.",Technique
T1137.006,Add-ins,"adversaries may abuse microsoft office add-ins to obtain persistence on a compromised system. office add-ins can be used to add functionality to office programs. there are different types of add-ins that can be used by the various office products; including word/excel add-in libraries (wll/xll), vba add-ins, office component object model (com) add-ins, automation add-ins, vba editor (vbe), visual studio tools for office (vsto) add-ins, and outlook add-ins.",Technique
T1003,OS Credential Dumping,"adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password. credentials can be obtained from os caches, memory, or structures. credentials can then be used to perform lateral movement and access restricted information.",Technique
T1003.001,LSASS Memory,"adversaries may attempt to access credential material stored in the process memory of the local security authority subsystem service (lsass). after a user logs on, the system generates and stores a variety of credential materials in lsass process memory. these credential materials can be harvested by an administrative user or system and used to conduct lateral movement using use alternate authentication material.",Technique
